Epoch,True_Label,Cluster,PCA_1,PCA_2
0,1,1,-4.083481654260774,-2.143940537885598
1,1,1,0.352204971093049,-2.19797930949581
2,1,1,-2.003647269752309,4.931283645578701
3,1,1,-1.7626775194687387,3.1947814746924337
4,1,1,-2.6721542913724803,3.8685602355645674
5,1,1,-4.103028470090178,-1.004520653638351
6,1,1,-4.73829813607431,7.501372543819442
7,0,1,1.293853925017345,-1.5892506039523544
8,1,1,-6.051381553288085,5.16100922371671
9,0,1,4.134360281998614,-4.266752295491507
10,0,1,-3.6681751546061316,3.6514277317568173
11,1,1,2.6236888922281287,-7.277833848287625
12,0,1,-0.9672484943953613,-7.351659576587261
13,0,1,-0.9754378057759115,-1.0603794935536415
14,0,1,-0.6740179981841542,-0.9211771981409781
15,1,1,4.684989105666205,-3.90312601034533
16,1,1,5.159705600903643,-3.880170516983166
17,1,1,-4.745468118200133,6.852933746767081
18,1,1,-5.728683100560069,2.6194547704947517
19,1,1,3.014040459399665,-8.160584435434137
20,0,1,-0.9957097309401068,2.8057986370946644
21,1,1,-3.5842947408963886,6.4089165373559
22,1,1,-4.170031621156741,-1.4788458322120566
23,1,1,4.361647616525482,-4.159854288464236
24,1,1,3.951477198546158,-7.506998290077243
25,1,1,1.4092273435846607,-0.6799899260076763
26,0,1,1.5713106439964073,3.3702012910663126
27,0,1,0.7459882181722215,-5.4282277591711665
28,0,1,0.45512978624423306,-0.27467844107125255
29,1,1,-2.1185034059929855,-1.2044265126053664
30,1,1,-3.1669568201201654,4.46438297547207
31,1,0,27.64903162732837,11.249643521459994
32,0,1,4.6918116272864845,8.905929903465264
33,0,1,0.5513303290213504,-2.183876770937402
34,0,1,2.0346813692561416,2.3824845881050374
35,1,1,-3.5772802916211064,-0.17096563283424057
36,1,1,4.196394623050134,3.2248570438332207
37,1,1,1.7240200278867983,-2.7896166340942936
38,1,1,2.1390005151780107,-0.5873342012070707
39,0,1,-2.317216303969708,-2.2178140938579074
40,0,1,0.08540048457863678,-3.5126661353761515
41,0,1,-2.7588989831166355,-1.9208326124581458
42,1,1,3.8432932375734388,0.37946050273488136
43,1,1,-6.546547329466148,3.9310182477264712
44,0,1,-2.304776098203463,-1.5603771809982412
45,0,1,-2.2354035696837578,0.4852249698603221
46,0,1,-3.0890752271746087,3.795916629352071
47,1,1,-0.39979917951629296,6.270685844798926
48,1,1,6.561862334363266,1.5514170917502257
49,1,1,2.3993356328197066,0.4984772246962645
50,0,1,-1.536531711215805,1.0133187730817914
51,0,1,3.332728334975062,-2.5274597173962374
52,0,1,2.1801323856665857,0.4830042553826826
53,1,1,6.981056736848012,-0.8410357075171633
54,1,1,-3.325741698548521,3.015243827747241
55,0,1,-2.677485778502294,-0.46466432242281275
56,0,1,-1.7656131146471818,6.160989936121959
57,0,1,-0.6623373938773824,4.289831108090715
58,1,1,-4.4383764034064415,2.0281089763949134
59,0,1,-0.1943565650456566,-2.501524271258673
60,1,1,1.2464792406945329,-2.581075260405829
61,1,1,-2.000203797779655,1.9832252430905424
62,0,1,-2.4934666054815735,3.3418489404834104
63,0,1,4.9835081109841655,-3.5871353135394846
64,0,1,-0.560095909106641,0.22322504149959857
65,1,1,0.4147168863322,0.10724026802884253
66,1,1,-2.11653102854099,1.6791607269557693
67,0,1,-1.5351227923798316,-0.18541412533289045
68,0,1,-1.6600007732864765,-1.761687676314332
69,0,1,4.215404357143336,-3.519252908683278
70,1,1,4.141834724910515,-2.954703945160928
71,0,1,-1.1857859220900435,-2.5049727802905872
72,0,1,-3.3664896263700563,-4.681082918548391
73,0,1,-2.273004744536703,-4.747279306361514
74,1,1,3.719201195170206,2.9022668376788014
75,1,1,-3.177422669494205,0.5919919527769404
76,0,1,-2.1413657088549507,-2.0892391595240025
77,0,1,1.1638636017184352,2.305605099976591
78,0,1,-1.4988925030344256,-0.8193046974429893
79,1,1,-2.3316730859337866,-4.530452017409915
80,0,1,-1.671844259336454,-3.5158505719526207
81,0,1,-1.4990878378241912,-4.38798462442237
82,0,1,1.5369113710188071,0.0036987466802953332
