Feature,Mean_SHAP
PSD_F2_5.6Hz,0.012407789486679666
FCz_spect_entropy,0.006492137740651311
PSD_F4_5.6Hz,0.005998771276025282
F4_hjorth_mobility,0.005933686047488531
F6_skewness,0.005735627247435503
PSD_F4_23.3Hz,0.005328612297371238
PSD_F4_4.4Hz,0.005004231762887898
PSD_FCz_3.3Hz,0.004719908565239617
PSD_FCz_1.1Hz,0.004712733511969069
PSD_F3_10.0Hz,0.004693606852586496
PSD_F2_17.8Hz,0.0046832646722171295
F3_skewness,0.004424462506434264
PSD_F4_3.3Hz,0.004319811005498461
PSD_F6_24.4Hz,0.004318925066815378
FCz_skewness,0.004314016963837326
PSD_FCz_18.9Hz,0.004180180275144011
PSD_F4_16.7Hz,0.004136471362493205
PSD_F6_18.9Hz,0.0040180986181471735
PSD_F2_22.2Hz,0.00396623108206621
PSD_FCz_36.7Hz,0.003939896474490116
PSD_Fz_14.4Hz,0.003913741862136494
PSD_FCz_17.8Hz,0.003902255819861201
PSD_FCz_34.4Hz,0.0038926276528357586
PSD_Fz_22.2Hz,0.0038797597390942767
PSD_FCz_23.3Hz,0.003848842011136381
PSD_F3_32.2Hz,0.003620974073369951
PSD_FCz_5.6Hz,0.0036107887712239603
PSD_F4_10.0Hz,0.003571471882100202
FCz_svd_entropy,0.0035634086305181183
PSD_F3_34.4Hz,0.0035513473826889064
PSD_FCz_31.1Hz,0.0035262777054074997
PSD_FCz_2.2Hz,0.0034616052191755887
PSD_Fz_37.8Hz,0.0033518210098111042
PSD_Fz_36.7Hz,0.003345908035683984
PSD_Fz_15.5Hz,0.0033389898456313203
PSD_F4_11.1Hz,0.003338628049424635
PSD_FCz_21.1Hz,0.0033081866340841943
PSD_F3_8.9Hz,0.003266662972544262
F4_hjorth_complexity,0.0032663365671660527
PSD_F3_17.8Hz,0.0032584598079260403
PSD_Fz_16.7Hz,0.00325500213014732
PSD_FCz_26.7Hz,0.003237553077504009
PSD_F2_3.3Hz,0.003230039226734885
PSD_F6_13.3Hz,0.003217971982140986
FCz_samp_entropy,0.0031533773440179467
PSD_F2_16.7Hz,0.0031296972989253817
F4_skewness,0.0031183582781567497
PSD_F4_27.8Hz,0.0031006226253569033
PSD_FCz_24.4Hz,0.0030392532262090745
PSD_F2_20.0Hz,0.003034044895738171
PSD_F3_11.1Hz,0.003030693397639288
PSD_F2_10.0Hz,0.003023277088572085
PSD_Fz_28.9Hz,0.0030110309081098673
PSD_Fz_8.9Hz,0.0029965043427190676
PSD_F6_11.1Hz,0.0029405824154709
FCz_kurtosis,0.002938467646031663
PSD_F6_2.2Hz,0.002919552420150716
PSD_F2_34.4Hz,0.002912661484805033
PSD_F4_7.8Hz,0.0028763366840549027
PSD_F3_24.4Hz,0.0028741053259767942
PSD_F6_17.8Hz,0.0028605025467872878
PSD_F2_36.7Hz,0.0028354413938461802
F6_kurtosis,0.0027996754940653643
F2_hjorth_complexity,0.0027941808226050824
PSD_Fz_1.1Hz,0.0027760850242575918
F3_app_entropy,0.002759767827002628
PSD_F3_22.2Hz,0.0027515007314351395
PSD_Fz_12.2Hz,0.0026987662697971595
PSD_F6_12.2Hz,0.002694140414359489
