Feature,Mean_SHAP
PSD_F2_20.0Hz,0.0013922089734884771
F3_hjorth_mobility,0.0013729412825924984
PSD_F4_25.5Hz,0.001368174624885044
PSD_F3_6.7Hz,0.0013527328481803074
PSD_F4_24.4Hz,0.001344155739405736
Fz_app_entropy,0.0013368275004719517
PSD_F4_15.5Hz,0.0013328066070495946
Fz_svd_entropy,0.0013228980310357658
PSD_F4_17.8Hz,0.0013200789040006939
F4_svd_entropy,0.0013160351603139727
PSD_F2_37.8Hz,0.0013138846824144136
F2_spect_entropy,0.0013107512282502214
PSD_F3_13.3Hz,0.0012987366003412296
PSD_F6_1.1Hz,0.0012955358737660237
PSD_FCz_22.2Hz,0.0012929024111037173
PSD_F6_4.4Hz,0.001286387072161656
PSD_Fz_27.8Hz,0.0012732747365811164
PSD_F6_15.5Hz,0.0012711631394545858
PSD_F2_7.8Hz,0.0012579859723129778
PSD_F4_26.7Hz,0.0012479308214589258
FCz_kurtosis,0.001236380064300574
PSD_F6_30.0Hz,0.0012356928030026562
PSD_F2_12.2Hz,0.0012305941645596506
PSD_F2_32.2Hz,0.0012211651905291306
PSD_F3_34.4Hz,0.001204912202004661
PSD_F2_27.8Hz,0.001202844457796241
PSD_F3_31.1Hz,0.001202811190060594
PSD_F4_32.2Hz,0.0011909247843794927
PSD_F4_7.8Hz,0.0011705285216608745
PSD_FCz_15.5Hz,0.0011665968496269328
F2_hjorth_mobility,0.001164783214791999
PSD_FCz_14.4Hz,0.0011576847337814637
PSD_F2_21.1Hz,0.0011537950142277613
PSD_F6_12.2Hz,0.0011517652885630176
PSD_FCz_30.0Hz,0.001130742535228531
F6_spect_entropy,0.0011305571124489199
PSD_Fz_18.9Hz,0.0011213556286097898
PSD_F4_6.7Hz,0.0011065676371983225
PSD_F3_15.5Hz,0.0011004312282592015
PSD_F3_7.8Hz,0.0010988112510689398
PSD_F6_24.4Hz,0.0010862876714378864
Fz_line_length,0.001085982832819817
F2_kurtosis,0.0010777448674461761
PSD_Fz_24.4Hz,0.001076081895556486
PSD_Fz_1.1Hz,0.0010687660036658659
PSD_F2_31.1Hz,0.0010597437199183896
PSD_F3_4.4Hz,0.0010562182880498828
PSD_Fz_8.9Hz,0.0010450534593363376
PSD_F3_20.0Hz,0.001026436359801434
PSD_FCz_10.0Hz,0.0010044201131658708
PSD_F6_17.8Hz,0.0009774794900232577
PSD_Fz_31.1Hz,0.0009564275284521821
PSD_F6_35.5Hz,0.0009531845605260359
PSD_F2_23.3Hz,0.0009390100137395101
PSD_F6_6.7Hz,0.0009266084812731331
PSD_F4_38.9Hz,0.0009237497029493069
PSD_FCz_20.0Hz,0.0009222342794583443
PSD_F3_33.3Hz,0.0008499960308118148
PSD_F6_2.2Hz,0.0008291863164784386
PSD_F6_32.2Hz,0.0008160995495769996
F4_skewness,0.0008159808924682011
PSD_F3_22.2Hz,0.0008134390232891908
F4_samp_entropy,0.0008078790186168196
PSD_Fz_5.6Hz,0.0008020190729754692
F2_hjorth_complexity,0.0007854999848337005
PSD_F3_26.7Hz,0.0007813117523997526
F3_hjorth_complexity,0.0007238190058756083
PSD_Fz_6.7Hz,0.0007045608773837189
PSD_F3_35.5Hz,0.0006605310051897642
PSD_FCz_6.7Hz,0.000630847046720209
PSD_Fz_4.4Hz,0.0005241613841230027
PSD_F6_40.0Hz,0.0005080609131408518
F6_app_entropy,0.0004892132732209799
PSD_F4_4.4Hz,0.00047576213808951814
PSD_F6_5.6Hz,0.00046018467000574385
PSD_F6_7.8Hz,0.000419533069232648
F2_zero_crossings,0.00031793841617541025
