Feature,Mean_SHAP
F3_skewness,0.009092003238618427
PSD_F3_10.0Hz,0.00825680957422417
PSD_FCz_24.4Hz,0.007726707904412008
PSD_F2_5.6Hz,0.007054799617481724
F3_spect_entropy,0.0070150454921799115
FCz_spect_entropy,0.006522120516815445
PSD_F4_26.7Hz,0.006271961288414434
Fz_spect_entropy,0.005105839594240565
PSD_F2_4.4Hz,0.004931952341176195
F6_kurtosis,0.004742363665042934
PSD_F6_6.7Hz,0.004597888580673121
PSD_FCz_22.2Hz,0.004542305862790009
PSD_F4_14.4Hz,0.004341870009116249
PSD_F4_35.5Hz,0.004316404812987796
PSD_Fz_16.7Hz,0.004276060016532445
PSD_F6_31.1Hz,0.004224951620110581
PSD_F3_33.3Hz,0.0042242919149507235
PSD_F6_18.9Hz,0.0041608070242326696
PSD_F3_7.8Hz,0.004158590787593646
PSD_F3_24.4Hz,0.00413065116680662
PSD_F6_8.9Hz,0.004019777208981972
FCz_line_length,0.003925591947246172
FCz_skewness,0.003906249434859174
PSD_F2_38.9Hz,0.0038720985372327206
PSD_F2_17.8Hz,0.003871021529720511
PSD_F4_22.2Hz,0.0038244028774571917
PSD_F4_5.6Hz,0.0038168940693389182
PSD_FCz_8.9Hz,0.0037026369344416747
PSD_F3_14.4Hz,0.0036926363083733056
PSD_FCz_1.1Hz,0.0036485279498729858
F2_app_entropy,0.0036342892784726796
PSD_FCz_33.3Hz,0.003610644224043926
PSD_F6_36.7Hz,0.0035426516539779126
PSD_FCz_18.9Hz,0.003534145925071453
F4_hjorth_complexity,0.0033995440407353274
PSD_Fz_34.4Hz,0.0033675914120802615
PSD_FCz_15.5Hz,0.0032438027284106313
F4_skewness,0.0031873025978405925
PSD_FCz_23.3Hz,0.0031699946153576114
F2_hjorth_complexity,0.003133981676627664
PSD_F4_27.8Hz,0.0031316164959034097
PSD_Fz_25.5Hz,0.00305617131604934
Fz_kurtosis,0.0030241097937439595
PSD_FCz_3.3Hz,0.0030079375627020217
PSD_FCz_37.8Hz,0.002934642089392928
