Epoch,True_Label,Cluster,PCA_1,PCA_2
0,1,0,-8.088159579946629,-5.788987788767266
1,1,0,-1.3537074768459225,0.16971945506639047
2,1,0,-3.7010190378817334,0.7414900377435936
3,1,0,-3.2851598236946127,-1.472403712862707
4,1,0,-5.107065935294819,-0.13614353191583478
5,1,0,2.344357599043605,0.9446847444431566
6,1,0,-8.872779211951938,-5.713551663088904
7,1,0,0.17098062616857776,1.469729702823128
8,1,0,-1.1462446651220553,5.6672566983420944
9,0,0,-5.6009564310383615,2.1351995039918017
10,0,0,-4.091602564357058,-0.8911861895507683
11,0,0,-5.204254301396868,-3.560138184165791
12,1,0,8.333541899202778,4.965442233295082
13,1,0,-5.565507312919717,-1.7984624468374213
14,1,0,2.3006338573561886,3.0965252525381404
15,0,0,-4.007115619941974,-1.7985426245979639
16,0,0,-5.6478005786331895,-3.0535885144814046
17,0,0,3.5946892436449924,4.666271450308694
18,1,0,-1.5918575412255946,-13.550721627171125
19,1,0,-1.433721629367788,-1.962999257165872
20,1,0,-4.435655072189168,-5.503736058430246
21,0,0,-1.8593801224671893,2.0902924007991954
22,0,0,-1.2547134837327638,3.141976998300198
23,0,0,9.598644677715916,-1.085492790939859
24,1,0,-1.3725381096146094,2.6759567079383375
25,1,0,5.480351838651724,-6.147578338699407
26,0,0,-0.934821246271704,3.248437667023693
27,0,0,3.3016716075938537,1.3208080160949394
28,0,0,-4.040348241791113,1.5614335451377888
29,1,0,-3.7035402678013103,-4.2220805349724575
30,1,0,5.391890256860642,4.050818431306194
31,1,0,3.2369649659857926,1.9340102702089823
32,1,0,0.7894104541483636,-6.994168326082939
33,0,0,-2.1413831528923564,-0.7411844690107996
34,0,0,-2.1858291011071582,-2.367241255012236
35,0,0,-1.9047896268651698,-2.912943223360388
36,1,0,6.062132038726712,8.68641539860766
37,0,0,-3.996724298817634,1.0432559759591782
38,0,0,1.0990710002726538,8.522192812119334
39,0,0,2.1886083886102043,4.5719366246178
40,1,0,-3.6629047610868875,-1.7910633948099506
41,0,0,2.8594981518113367,5.449700125861734
42,0,0,-2.7384506834529536,5.84627983448158
43,0,0,-2.743170551823467,4.958512674786024
44,1,0,-0.086766319378451,3.9106629135185864
45,0,0,-7.056413999947051,-0.9658575928888682
46,0,1,24.39312291159436,-5.29632661649364
47,0,0,2.241293641119398,1.8000163054579175
48,1,0,-1.0364321785067774,-4.640137316340968
49,1,1,24.241946612775394,-10.70813850649892
50,1,0,0.029116621432636634,-1.0920292173427777
51,0,0,-5.3999558877460645,-2.2131877735055867
52,0,0,3.953600871105286,-7.184750716423417
53,0,0,0.8745612112890971,4.717024924979498
54,1,0,-1.04830928479958,6.533941188691667
55,1,0,-7.146297384533143,-7.8932291752327535
56,1,0,6.4105925179187455,4.407722362825157
57,1,0,7.921765850010592,6.277406083012639
58,1,0,-8.941414502635528,-3.028814364251672
59,0,0,-1.4085062520400529,3.7965190134769373
60,0,0,2.7987460807284976,3.24797064234808
61,0,0,7.037531115948736,5.973419494941211
62,1,0,-4.3686343563638905,-6.246536329399963
63,1,0,-1.7095501525281018,4.37411745079102
64,0,0,-4.36080271540871,1.4311049342327695
65,0,0,11.826019265608023,-15.211135891048777
66,0,0,-0.16083582635743573,0.011670733692617218
67,1,0,-2.184120981658162,-2.5573749627787623
68,0,0,3.8112866887304615,6.247717401404253
69,0,0,-0.01851396183896594,5.884454433175406
70,0,0,-5.69427576078091,-3.0423620502130357
