Epoch,Class,Cluster,PCA_1,PCA_2
0,Class 1,0,5.050692588983023,-0.7399747744559149
1,Class 1,0,2.4091608103093414,-2.9234076824183584
2,Class 1,1,-2.0588849352018705,0.7712209381464011
3,Class 1,0,8.656036967913098,2.368759645220184
4,Class 0,1,-6.695078308226401,-2.9596653081147926
5,Class 0,1,0.3030340611054936,-2.3185992756685954
6,Class 0,1,-6.467539954372696,3.68330920936029
7,Class 1,1,0.7715130792186664,-2.3545711865965964
8,Class 1,0,2.6222460394927603,3.99716236427079
9,Class 1,0,6.90304521370408,-3.022462501574435
10,Class 0,1,-6.708833227543464,-4.221890214596475
11,Class 0,0,5.968665660714991,1.82407823320177
12,Class 0,1,-7.774688111910746,-4.580648059785745
13,Class 1,1,-1.1640609082860178,-2.9727427835201805
14,Class 1,0,3.8469681600213725,1.4977964578839489
15,Class 0,0,4.700016670351533,-3.069274430459069
16,Class 0,1,-1.4250028823682124,0.8935390026779726
17,Class 0,1,1.5341818298920908,1.3355108860213192
18,Class 1,1,-1.3860586758012547,-1.8255133815032378
19,Class 1,0,2.1890454627415634,-1.1196860802909658
20,Class 1,0,4.537308851062353,-1.2858005427340824
21,Class 0,0,5.0726353845154275,-6.738440598150351
22,Class 0,0,1.0220688839463312,3.7215033973270986
23,Class 0,0,6.384415268774095,1.857309657998791
24,Class 1,0,-1.89382814729778,18.382504578735443
25,Class 1,1,-4.506981879944829,-5.71195301876309
26,Class 1,1,-1.7378895019176361,-4.9765937084597605
27,Class 0,1,-4.675910779334274,4.065252222486886
28,Class 0,1,0.3654513727963523,-0.9041019111712585
29,Class 0,1,-3.036569400293294,-1.4938984092548557
30,Class 1,0,4.67661346000497,-1.0173571497940936
31,Class 0,1,-1.3829063299108224,-0.10244220316111258
32,Class 0,1,-0.7898415701525981,-2.1364023463147226
33,Class 0,1,-0.006019770858588055,-2.438928409723848
34,Class 1,0,7.267801983965425,-3.1131320885102327
35,Class 1,0,3.7491706269187777,0.021049485510015082
36,Class 1,0,7.078220518383347,2.7718702071751675
37,Class 0,1,-11.071814307363951,-4.71618399231064
38,Class 0,1,1.2759064155370008,-0.07957524984094615
39,Class 0,1,-2.358737266103175,3.944788138850028
40,Class 1,1,-1.418917487888021,0.20477347317097735
41,Class 0,0,0.24458314520056462,4.223386680786175
42,Class 0,1,-10.823403403305688,4.996119829541518
43,Class 0,1,-9.44682347398647,-0.20605041326776224
44,Class 1,0,4.875416270230609,0.1990674846385159
45,Class 1,0,6.249916142441865,-2.749130389282776
46,Class 1,0,2.7369910157516113,-2.054612108450791
47,Class 0,1,-3.830451339932104,-0.8738363019953257
48,Class 0,1,-2.876799388817877,2.6680879790265757
49,Class 0,1,-5.071593401302073,4.407868851229696
50,Class 0,1,-0.8071478037781246,0.08809515224187775
51,Class 0,1,-4.241110001693255,-2.905240002030817
52,Class 0,1,-5.589308564808467,-0.9386280127488981
53,Class 1,0,2.673281945908691,9.211234813975326
54,Class 1,0,2.433546726279723,0.235181001468644
55,Class 1,1,0.437190936291272,-3.5420141758068446
56,Class 0,1,1.4080398622646493,3.569669323145113
57,Class 0,0,0.016643500807580727,4.30614122876123
58,Class 0,0,4.308629777657818,-2.00183230728555
59,Class 1,0,4.174713264011725,-1.3848879292391556
60,Class 1,1,-2.6210516703200724,-3.2744101000544674
61,Class 0,0,3.7353372985278837,0.9006071462386697
62,Class 0,1,-4.42275767200988,0.8827334795176418
63,Class 0,1,-3.388479030996447,-0.2747338212723356
