Epoch,True_Label,Cluster,PCA_1,PCA_2
0,1,0,-3.31302049545314,-2.9817434567930015
1,0,0,1.9572673795774522,-1.5782597843013673
2,0,0,-1.7307987994516003,-1.7324535359600697
3,0,0,3.944001555443954,-3.1484863495721904
4,1,0,0.7217393036369639,-4.099510591613382
5,1,0,-6.250897054226056,2.079485942684762
6,1,0,0.6330582716346532,-0.9304222524415798
7,1,0,-6.542007846363171,-0.9696170355396453
8,1,0,-2.375055766483997,-1.4153538096617588
9,1,0,-1.749914946997639,-4.332521991201589
10,1,0,-3.1613357283041355,0.48682029436176577
11,1,0,-3.390655811286253,-4.4137380270667395
12,0,0,0.4427653345942534,-1.8137702795905315
13,0,0,-3.644522298610193,-0.35845508800468495
14,0,0,-6.762802181971772,-1.6620440568950314
15,1,0,-6.8248947199560925,-0.49489142282827453
16,1,0,-6.990063450789127,0.3598121161441373
17,1,0,-5.1958086923721,1.530244322808657
18,0,0,-4.952626122515728,-2.168272536521833
19,0,0,-6.155901073061042,5.477185840316334
20,0,0,-6.246582361353693,-0.3950865611527785
21,1,0,-8.854996225056349,1.2521443164571442
22,0,0,-1.053923743701288,1.6295887087607415
23,0,0,-3.5236096770520318,-1.765939923467234
24,0,0,-6.729199524676884,0.4005756220122058
25,1,0,-12.67686718805179,4.337859482413691
26,1,0,-3.4847063002574092,-2.808445962908003
27,0,0,-0.08277371714165015,-1.1645749424604632
28,0,0,-0.11652213306571053,-2.207450730357591
29,0,0,-3.6020123800086297,1.7870263400333397
30,1,0,-2.230742639434094,1.2468860468999186
31,1,0,-5.916649389106611,-1.8301719423231628
32,1,0,-1.6499671208979048,0.2694370399313419
33,1,0,-0.6240013811132012,0.4823652875340995
34,0,0,-4.7785128083185615,-0.30902578203118847
35,0,0,-0.48047572761441865,0.5357831685146303
36,0,0,-1.4864347630681594,2.0943419130792216
37,1,0,1.923423680633488,-2.017590205937751
38,1,0,-3.0625457182728244,-2.828765421888422
39,0,0,3.9009073810369426,0.7690158665419541
40,0,0,-4.243727666763444,10.997987701960986
41,0,0,1.7445452751645756,0.41765868788635463
42,1,0,-6.290651653177919,3.258552225330895
43,1,0,0.6756175564411335,-1.9324393448594905
44,1,0,-7.62997067893559,-1.5680871072823115
45,1,0,4.652874185797408,-3.7287994091506595
46,1,1,8.596593888460806,-3.255675798545943
47,0,0,2.4137911514542947,1.1979121820190286
48,0,0,-4.707639926973496,3.500323705166798
49,0,0,-0.0438514581275004,2.9200459124894387
50,1,0,-0.13127004947029156,-0.972064605634503
51,0,0,-1.8357395235968905,0.41399136566387296
52,0,1,3.890181140362045,-1.9367604021121991
53,0,0,-0.1755079161954624,-2.8967110221914023
54,1,0,-2.9896746505872165,-2.395767408282057
55,1,0,0.6256718159846375,-0.16922972469751565
56,0,0,2.6648658087392834,2.178243466461338
57,0,1,10.519372152625674,-1.4618889601967788
58,0,1,7.756507152168785,-3.3859436772877105
59,1,1,14.825168320049038,-0.24921730808484693
60,1,1,9.790413947809126,-0.6732616814554162
61,1,1,3.387799579508827,0.9517009042170704
62,0,1,7.821661096364671,1.6079038923190574
63,0,0,4.049569306842608,-1.5138201857773614
64,0,1,13.86108984135916,-4.553693854412788
65,1,2,9.917077194345072,35.179591700905746
66,1,1,7.372477734859034,-1.2313973873292714
67,1,0,3.3020471242518408,-0.37593133467469797
68,1,1,1.5082155203168468,-1.472282790222976
69,0,1,9.775605334963377,-2.48727742114653
70,0,1,6.944324568968958,-0.8975963603540362
71,0,1,14.070228706466173,-2.7780465786977637
