PARTICIPANT,FEATURE,MEAN_ABSOLUTE_SHAP,MEAN_SHAP
c08,PSD_F6_3.3Hz,0.5467704,0.02605166
c08,PSD_F3_30.0Hz,0.39894226,-0.010618827
c08,F4_line_length,0.3651596,0.003794943
c08,PSD_F2_37.8Hz,0.3010449,0.012817264
c08,PSD_F4_17.8Hz,0.28087443,0.013804597
c08,PSD_F6_17.8Hz,0.27904972,0.010260734
c08,PSD_F4_3.3Hz,0.23014459,0.012613487
c08,PSD_Fz_30.0Hz,0.22809716,0.014709601
c08,PSD_Fz_36.7Hz,0.2265183,0.014875122
c08,F6_spect_entropy,0.204847,-0.008636779
c08,PSD_F3_6.7Hz,0.19101118,0.013752598
c08,F6_samp_entropy,0.19076024,0.010487809
c08,PSD_F2_15.5Hz,0.1721999,0.008109517
c08,PSD_Fz_25.5Hz,0.16374916,0.010925638
c08,PSD_F3_4.4Hz,0.12784277,0.00526585
c08,PSD_Fz_27.8Hz,0.1269614,0.011098828
c08,F4_hjorth_mobility,0.10987766,-0.005428207
c08,F4_spect_entropy,0.10410385,-0.0020169935
c08,PSD_FCz_7.8Hz,0.08931911,0.011106209
c08,F6_kurtosis,0.08827131,-0.0063949595
