PARTICIPANT,FEATURE,MEAN_ABSOLUTE_SHAP,MEAN_SHAP
c03,F6_hjorth_mobility,0.6698523,-0.04247893
c03,PSD_FCz_34.4Hz,0.51609445,0.000757273
c03,PSD_Fz_28.9Hz,0.383206,-0.0144814225
c03,PSD_F3_38.9Hz,0.34715796,-0.0138988765
c03,PSD_F2_21.1Hz,0.26521975,0.009566477
c03,PSD_FCz_1.1Hz,0.24122596,-0.014575377
c03,PSD_F3_8.9Hz,0.23855482,-0.012025459
c03,PSD_F4_21.1Hz,0.1818008,-0.009303609
c03,PSD_F6_3.3Hz,0.16919331,-0.01830871
c03,PSD_F3_22.2Hz,0.1653131,-0.009303162
c03,PSD_Fz_24.4Hz,0.16529533,-0.002247232
c03,PSD_F3_24.4Hz,0.14309286,0.0044490653
c03,PSD_FCz_16.7Hz,0.13970117,-0.0062434194
c03,PSD_F2_25.5Hz,0.1391598,-0.010555159
c03,PSD_F6_26.7Hz,0.13269131,-0.0007190169
c03,F4_hjorth_mobility,0.11883109,-0.00933665
c03,PSD_F3_15.5Hz,0.098504186,-0.00037567015
c03,PSD_F6_13.3Hz,0.095624425,0.00022959568
c03,PSD_Fz_34.4Hz,0.09497408,-0.0032569738
c03,PSD_FCz_25.5Hz,0.07707347,-0.0024058057
