PARTICIPANT,FEATURE,MEAN_ABSOLUTE_SHAP,MEAN_SHAP
c01,PSD_Fz_24.4Hz,0.0,0.0
c01,PSD_Fz_26.7Hz,0.0,0.0
c01,PSD_Fz_27.8Hz,0.0,0.0
c01,PSD_Fz_28.9Hz,0.0,0.0
c01,PSD_Fz_31.1Hz,0.0,0.0
c01,PSD_Fz_32.2Hz,0.0,0.0
c01,PSD_Fz_34.4Hz,0.0,0.0
c01,Fz_hjorth_complexity,0.0,0.0
c01,F3_hjorth_complexity,0.0,0.0
c01,F4_hjorth_complexity,0.0,0.0
c01,Fz_zero_crossings,0.0,0.0
c01,F2_zero_crossings,0.0,0.0
c01,F3_zero_crossings,0.0,0.0
c01,F4_zero_crossings,0.0,0.0
c01,F6_zero_crossings,0.0,0.0
c01,F2_spect_entropy,0.0,0.0
c01,F2_samp_entropy,0.0,0.0
c01,F3_samp_entropy,0.0,0.0
c01,F4_samp_entropy,0.0,0.0
c01,F6_samp_entropy,0.0,0.0
