PARTICIPANT,FEATURE,MEAN_ABSOLUTE_SHAP,MEAN_SHAP
c06,PSD_F2_1.1Hz,0.83227766,-0.013649452
c06,FCz_svd_entropy,0.49823788,-0.028505152
c06,PSD_F4_13.3Hz,0.44869995,-0.026121251
c06,PSD_F4_5.6Hz,0.3285951,0.040089607
c06,PSD_FCz_22.2Hz,0.3101047,-0.017385915
c06,PSD_F6_26.7Hz,0.28732544,-0.0147533845
c06,PSD_F3_14.4Hz,0.21630996,-0.004903331
c06,PSD_F2_32.2Hz,0.19047104,-0.024410844
c06,PSD_Fz_25.5Hz,0.14747106,0.0022764937
c06,PSD_Fz_33.3Hz,0.14389701,-0.009682096
c06,PSD_FCz_26.7Hz,0.14286864,0.0076418235
c06,PSD_F3_2.2Hz,0.1276478,-0.011386632
c06,PSD_F2_23.3Hz,0.108111955,-0.0012381978
c06,PSD_Fz_17.8Hz,0.10560343,-0.0015493851
c06,PSD_F6_11.1Hz,0.105051234,-0.0017178357
c06,PSD_F4_30.0Hz,0.10203448,-0.0013013561
c06,PSD_F6_38.9Hz,0.09467865,-0.0019487537
c06,PSD_F3_6.7Hz,0.07877536,-0.006887938
c06,PSD_FCz_24.4Hz,0.07735867,0.0031864385
c06,PSD_F4_34.4Hz,0.073364966,-0.0060937786
