PARTICIPANT,FEATURE,MEAN_ABSOLUTE_SHAP,MEAN_SHAP
c03,F6_hjorth_mobility,0.6698523,-0.04247893
c03,PSD_FCz_34.4Hz,0.51609445,0.000757273
c03,PSD_Fz_28.9Hz,0.383206,-0.0144814225
c03,PSD_F3_38.9Hz,0.34715796,-0.0138988765
c03,PSD_F2_21.1Hz,0.26521975,0.009566477
c03,PSD_FCz_1.1Hz,0.24122596,-0.014575377
c03,PSD_F3_8.9Hz,0.23855482,-0.012025459
c03,PSD_F4_21.1Hz,0.1818008,-0.009303609
c03,PSD_F6_3.3Hz,0.16919331,-0.01830871
c03,PSD_F3_22.2Hz,0.1653131,-0.009303162
c03,PSD_Fz_24.4Hz,0.16529533,-0.002247232
c03,PSD_F3_24.4Hz,0.14309286,0.0044490653
c03,PSD_FCz_16.7Hz,0.13970117,-0.0062434194
c03,PSD_F2_25.5Hz,0.1391598,-0.010555159
c03,PSD_F6_26.7Hz,0.13269131,-0.0007190169
c03,F4_hjorth_mobility,0.11883109,-0.00933665
c03,PSD_F3_15.5Hz,0.098504186,-0.00037567015
c03,PSD_F6_13.3Hz,0.095624425,0.00022959568
c03,PSD_Fz_34.4Hz,0.09497408,-0.0032569738
c03,PSD_FCz_25.5Hz,0.07707347,-0.0024058057
c03,PSD_F6_33.3Hz,0.07543337,-0.00779655
c03,PSD_F4_33.3Hz,0.07160169,-0.0069028516
c03,FCz_hjorth_mobility,0.06853306,-0.00028023316
c03,PSD_F6_24.4Hz,0.06037381,-0.0023794814
c03,PSD_F6_12.2Hz,0.057398275,-0.0002738207
c03,PSD_Fz_38.9Hz,0.05595382,0.0011311721
c03,PSD_F3_35.5Hz,0.052732676,-0.009691313
c03,PSD_FCz_10.0Hz,0.052195705,-0.0023648038
c03,PSD_F2_28.9Hz,0.050155904,0.0010421029
c03,PSD_F3_33.3Hz,0.045984425,0.0003126156
c03,F6_hjorth_complexity,0.04525758,-0.0042330986
c03,F3_spect_entropy,0.044192396,-8.222934e-05
c03,F4_hjorth_complexity,0.042790465,-0.0076613715
c03,F3_samp_entropy,0.03786453,-0.007286469
c03,PSD_F4_36.7Hz,0.037324484,-0.0064634755
c03,PSD_F3_25.5Hz,0.036900833,0.0009207451
c03,F3_hjorth_mobility,0.03650557,-0.006244821
c03,PSD_F2_5.6Hz,0.036065154,0.002166619
c03,PSD_F6_28.9Hz,0.035242688,-0.006336171
c03,F2_hjorth_mobility,0.033658456,0.0010323885
c03,PSD_FCz_13.3Hz,0.032917835,0.00019150983
c03,PSD_F4_23.3Hz,0.03170257,0.0012275012
c03,PSD_F3_7.8Hz,0.031051839,-0.0028866606
c03,PSD_F3_10.0Hz,0.03006728,0.0013336735
c03,PSD_FCz_22.2Hz,0.029582422,-0.001360208
c03,PSD_F2_1.1Hz,0.027625883,-0.00034206998
c03,PSD_F3_26.7Hz,0.0267181,0.0012348029
c03,PSD_F2_10.0Hz,0.023984585,-0.00024287876
c03,PSD_F6_34.4Hz,0.023878776,0.00018706155
c03,PSD_Fz_25.5Hz,0.023240065,0.0027753671
c03,PSD_Fz_13.3Hz,0.022568803,-0.00095749245
c03,PSD_Fz_5.6Hz,0.021570437,-0.0014559902
c03,FCz_samp_entropy,0.021466505,-0.0023056534
c03,PSD_F6_21.1Hz,0.019815177,-0.000913176
c03,PSD_F6_22.2Hz,0.019347677,-0.00095922034
c03,PSD_F6_25.5Hz,0.019037047,-0.0014920369
c03,PSD_F4_20.0Hz,0.018803932,0.00080430723
c03,PSD_F6_27.8Hz,0.018713752,-0.0007921485
c03,PSD_F2_34.4Hz,0.017642606,-0.001199531
c03,PSD_Fz_22.2Hz,0.01756829,-0.0022616016
c03,PSD_F2_22.2Hz,0.0172187,0.0035308334
c03,PSD_F6_7.8Hz,0.01711554,-0.0014336233
c03,PSD_F3_37.8Hz,0.016516212,-0.0027631528
c03,PSD_Fz_10.0Hz,0.016089754,-0.0013436234
c03,FCz_app_entropy,0.015987055,0.00051568216
c03,PSD_F6_1.1Hz,0.01572428,-0.001319885
c03,PSD_Fz_27.8Hz,0.015310495,-0.0003689834
c03,PSD_F4_10.0Hz,0.015059057,0.0004484648
c03,PSD_F4_8.9Hz,0.014013403,0.0008640996
c03,F4_app_entropy,0.013874141,-0.0012063816
c03,PSD_F3_17.8Hz,0.0136617245,0.0022255823
c03,PSD_F4_30.0Hz,0.013233419,-0.0018980354
c03,PSD_FCz_36.7Hz,0.012916795,0.000113853996
c03,PSD_Fz_12.2Hz,0.012645151,-0.00052591634
c03,PSD_F4_26.7Hz,0.012262957,0.0004358127
c03,F6_skewness,0.012249115,-0.0026660128
c03,PSD_Fz_15.5Hz,0.012200794,0.0029745945
c03,PSD_F6_31.1Hz,0.011704155,-0.0011648011
c03,PSD_F4_27.8Hz,0.011505243,-0.002646415
c03,PSD_FCz_30.0Hz,0.0103327045,-2.4845232e-05
c03,FCz_hjorth_complexity,0.010172278,-0.001311218
c03,PSD_F4_6.7Hz,0.010046993,-0.000115678115
c03,PSD_F2_26.7Hz,0.010023544,-0.0012032875
c03,Fz_kurtosis,0.009628033,-0.0006223038
c03,PSD_FCz_3.3Hz,0.009582575,3.5452733e-05
c03,PSD_F3_34.4Hz,0.009574274,-3.1310086e-05
c03,PSD_F2_33.3Hz,0.009201746,-0.0007340325
c03,PSD_F3_28.9Hz,0.008953721,-0.0005821774
c03,PSD_FCz_38.9Hz,0.008668767,-0.00042873918
c03,PSD_F4_17.8Hz,0.00859453,-0.00079682167
c03,PSD_Fz_26.7Hz,0.008534957,-0.00085846876
c03,F3_app_entropy,0.00792509,0.00034181512
c03,PSD_F3_12.2Hz,0.007727429,0.0020456803
c03,PSD_F6_10.0Hz,0.006725096,-0.00016301333
c03,Fz_hjorth_complexity,0.004911628,-0.0004183651
