PARTICIPANT,FEATURE,MEAN_ABSOLUTE_SHAP,MEAN_SHAP
c04,F2_spect_entropy,1.0449989,-0.0026673903
c04,PSD_F4_10.0Hz,0.47729388,-0.02620774
c04,PSD_Fz_32.2Hz,0.32084122,-0.0070154266
c04,F6_hjorth_complexity,0.3162437,-0.0037014189
c04,PSD_F3_16.7Hz,0.22563495,-0.0009981039
c04,FCz_spect_entropy,0.20753404,-0.00066074176
c04,PSD_F4_40.0Hz,0.18065657,0.008226573
c04,PSD_Fz_18.9Hz,0.17011328,0.014517189
c04,PSD_F2_15.5Hz,0.15993935,-0.011897348
c04,PSD_Fz_37.8Hz,0.1361947,-0.0017186893
c04,PSD_FCz_40.0Hz,0.1347201,-0.0037042894
c04,PSD_F6_35.5Hz,0.1292003,0.009141212
c04,PSD_Fz_35.5Hz,0.11269709,0.0010887012
c04,PSD_F4_3.3Hz,0.10723359,0.0047581336
c04,PSD_FCz_37.8Hz,0.101099275,-0.004242594
c04,F2_hjorth_mobility,0.097692296,-0.0023404278
c04,PSD_F2_18.9Hz,0.09479825,-0.0011406532
c04,FCz_app_entropy,0.093999796,0.009068073
c04,PSD_F6_8.9Hz,0.09353574,0.0032653413
c04,PSD_Fz_25.5Hz,0.085505,-0.0012920694
c04,PSD_FCz_5.6Hz,0.07522783,0.004310514
c04,FCz_svd_entropy,0.07486348,0.0047139814
c04,PSD_F3_17.8Hz,0.070519395,0.005118416
c04,PSD_Fz_5.6Hz,0.06486041,-0.0005820942
c04,PSD_F6_31.1Hz,0.06300906,-0.0019660247
c04,FCz_samp_entropy,0.06219726,-0.0010940884
c04,PSD_F6_38.9Hz,0.06074778,-0.007203931
c04,PSD_F3_40.0Hz,0.059991825,-0.0066973325
c04,PSD_F4_12.2Hz,0.058334865,0.010087358
c04,PSD_FCz_24.4Hz,0.05784762,0.006857858
c04,F4_line_length,0.054285787,-0.0009899621
c04,PSD_F3_3.3Hz,0.053506933,0.010084555
c04,PSD_F2_12.2Hz,0.050522313,0.0020259528
c04,PSD_F4_38.9Hz,0.045265686,-0.012422535
c04,PSD_Fz_22.2Hz,0.042999893,-0.00073768105
c04,PSD_F2_26.7Hz,0.039519895,0.0029591618
c04,PSD_F6_14.4Hz,0.03948954,0.00089247007
c04,F3_line_length,0.039460357,-0.0047893194
c04,PSD_Fz_33.3Hz,0.038844913,0.00165119
c04,PSD_F3_4.4Hz,0.03872583,0.0037684187
c04,PSD_Fz_16.7Hz,0.03793653,0.0017154064
c04,PSD_F4_1.1Hz,0.03701681,-0.0027984774
c04,PSD_Fz_3.3Hz,0.03528643,-0.003579894
c04,PSD_F2_33.3Hz,0.034056176,-0.0013923304
c04,PSD_F4_2.2Hz,0.033740807,-0.00048378645
c04,PSD_F4_24.4Hz,0.03350259,0.001476402
c04,PSD_F3_33.3Hz,0.03263673,-0.0044096652
c04,PSD_F3_26.7Hz,0.02942823,-9.633291e-05
c04,F2_svd_entropy,0.028752534,-0.0033412764
c04,PSD_F2_10.0Hz,0.028585434,-0.0021559305
c04,PSD_F3_37.8Hz,0.028467106,-0.0017592352
c04,PSD_F6_27.8Hz,0.028265104,-0.00052592135
c04,PSD_F6_11.1Hz,0.028068254,0.0009651241
c04,PSD_F6_22.2Hz,0.026938953,-0.0014200888
c04,PSD_F4_6.7Hz,0.026525857,-0.0034298338
c04,F3_app_entropy,0.026524313,0.004875007
c04,PSD_F6_4.4Hz,0.02587923,0.00013983843
c04,PSD_F2_32.2Hz,0.02509526,-0.0037688653
c04,PSD_F2_16.7Hz,0.023564693,0.0030121072
c04,PSD_F2_6.7Hz,0.02257302,-0.0059965295
c04,F4_hjorth_mobility,0.022557227,-0.00040002225
c04,PSD_F4_16.7Hz,0.02156585,0.002389463
c04,PSD_F4_5.6Hz,0.021507155,-0.0007463763
c04,F6_skewness,0.021330772,-0.0024279244
c04,PSD_Fz_38.9Hz,0.021130735,0.00071262696
c04,PSD_F6_5.6Hz,0.020718819,-0.00095031905
c04,PSD_F2_22.2Hz,0.020687912,0.0033450022
c04,PSD_F6_33.3Hz,0.020375414,0.0012545363
c04,PSD_F6_10.0Hz,0.020240122,-0.0038376932
c04,F2_hjorth_complexity,0.020102233,0.00021612899
c04,PSD_Fz_2.2Hz,0.019853733,0.0028472617
c04,PSD_Fz_28.9Hz,0.018209305,0.003255811
c04,PSD_F6_37.8Hz,0.01759652,0.000595342
c04,PSD_F3_38.9Hz,0.01749522,-1.2393528e-05
c04,PSD_F3_22.2Hz,0.015824663,-0.00054570165
c04,PSD_F4_28.9Hz,0.015823407,0.0005070219
c04,PSD_F2_5.6Hz,0.015464409,0.00022406956
c04,PSD_Fz_11.1Hz,0.015202392,-8.309597e-05
c04,PSD_F4_31.1Hz,0.014961231,-0.0007937806
c04,PSD_F2_37.8Hz,0.014853853,-0.0009292551
c04,PSD_Fz_27.8Hz,0.014368491,0.0017604909
c04,PSD_F3_5.6Hz,0.01433029,-0.0016321379
c04,PSD_F4_14.4Hz,0.0141258845,0.0008803944
c04,Fz_svd_entropy,0.013955037,0.00019868842
c04,PSD_F3_18.9Hz,0.013855993,-0.00041274237
c04,F4_skewness,0.013796115,0.0012863647
c04,PSD_F6_34.4Hz,0.013780141,-0.0022397805
c04,PSD_F4_33.3Hz,0.013710933,-0.0001859034
c04,PSD_F3_35.5Hz,0.013496451,-0.0011863546
c04,PSD_F3_2.2Hz,0.013248801,-0.00068299955
c04,PSD_F3_34.4Hz,0.01314047,0.0008182734
c04,PSD_F3_21.1Hz,0.012970253,-0.0012375247
c04,Fz_skewness,0.012526985,-0.00022670851
c04,PSD_FCz_16.7Hz,0.012358705,0.00076419726
c04,PSD_F3_11.1Hz,0.011411802,-8.81715e-05
c04,PSD_F3_32.2Hz,0.011366988,-0.0015332144
c04,F3_hjorth_complexity,0.011269778,5.624142e-05
c04,PSD_F3_7.8Hz,0.010911092,0.0014048982
c04,PSD_F2_23.3Hz,0.010512298,-0.001993722
c04,PSD_FCz_6.7Hz,0.010367221,0.00039446267
c04,PSD_FCz_14.4Hz,0.00997882,0.00048061562
c04,PSD_F4_37.8Hz,0.009806034,0.0016626199
c04,F6_kurtosis,0.009533432,-4.03815e-05
c04,PSD_F4_25.5Hz,0.009524467,-0.0011853827
c04,PSD_Fz_17.8Hz,0.009401368,-0.0018028243
c04,PSD_FCz_17.8Hz,0.009192917,0.00207364
c04,PSD_F4_22.2Hz,0.00872025,-0.0001456288
c04,PSD_FCz_33.3Hz,0.0085238665,0.00058066053
c04,PSD_FCz_35.5Hz,0.007859066,-0.0012063513
c04,PSD_F4_8.9Hz,0.007610615,-0.00015979404
c04,PSD_F3_30.0Hz,0.007559507,0.0013081167
c04,PSD_FCz_11.1Hz,0.0075419075,-1.33730855e-05
c04,Fz_spect_entropy,0.007314443,0.00019454617
c04,PSD_Fz_1.1Hz,0.006796172,-0.0010041681
c04,F6_spect_entropy,0.0057669817,-3.1921893e-05
c04,PSD_Fz_24.4Hz,0.0056704786,-0.00044763548
c04,PSD_FCz_28.9Hz,0.0053885668,0.00012778577
c04,PSD_F2_7.8Hz,0.0,0.0
c04,PSD_F2_8.9Hz,0.0,0.0
c04,PSD_F2_4.4Hz,0.0,0.0
c04,PSD_F2_2.2Hz,0.0,0.0
c04,PSD_F2_1.1Hz,0.0,0.0
c04,PSD_F2_3.3Hz,0.0,0.0
c04,PSD_FCz_38.9Hz,0.0,0.0
c04,PSD_FCz_30.0Hz,0.0,0.0
c04,PSD_FCz_31.1Hz,0.0,0.0
c04,PSD_FCz_34.4Hz,0.0,0.0
c04,PSD_FCz_32.2Hz,0.0,0.0
c04,PSD_FCz_23.3Hz,0.0,0.0
c04,PSD_FCz_25.5Hz,0.0,0.0
c04,PSD_FCz_36.7Hz,0.0,0.0
c04,PSD_Fz_14.4Hz,0.0,0.0
c04,F6_app_entropy,0.0,0.0
c04,F4_app_entropy,0.0,0.0
c04,F2_app_entropy,0.0,0.0
c04,Fz_app_entropy,0.0,0.0
c04,F4_svd_entropy,0.0,0.0
c04,F6_svd_entropy,0.0,0.0
c04,F3_svd_entropy,0.0,0.0
c04,F4_spect_entropy,0.0,0.0
c04,PSD_Fz_15.5Hz,0.0,0.0
c04,PSD_Fz_12.2Hz,0.0,0.0
c04,PSD_Fz_13.3Hz,0.0,0.0
c04,PSD_Fz_8.9Hz,0.0,0.0
c04,PSD_Fz_6.7Hz,0.0,0.0
c04,PSD_Fz_7.8Hz,0.0,0.0
c04,PSD_Fz_10.0Hz,0.0,0.0
c04,PSD_Fz_4.4Hz,0.0,0.0
c04,PSD_F3_28.9Hz,0.0,0.0
c04,PSD_F3_27.8Hz,0.0,0.0
c04,PSD_F3_25.5Hz,0.0,0.0
c04,PSD_F3_24.4Hz,0.0,0.0
c04,PSD_F3_23.3Hz,0.0,0.0
c04,PSD_F3_14.4Hz,0.0,0.0
c04,PSD_F3_15.5Hz,0.0,0.0
c04,PSD_F3_20.0Hz,0.0,0.0
c04,PSD_F3_10.0Hz,0.0,0.0
c04,PSD_F3_12.2Hz,0.0,0.0
c04,PSD_F3_13.3Hz,0.0,0.0
c04,PSD_F2_35.5Hz,0.0,0.0
c04,PSD_F2_34.4Hz,0.0,0.0
c04,PSD_F3_1.1Hz,0.0,0.0
c04,PSD_F3_6.7Hz,0.0,0.0
c04,PSD_F3_8.9Hz,0.0,0.0
c04,PSD_F2_38.9Hz,0.0,0.0
c04,PSD_F2_36.7Hz,0.0,0.0
c04,PSD_F2_40.0Hz,0.0,0.0
c04,PSD_FCz_10.0Hz,0.0,0.0
c04,PSD_FCz_7.8Hz,0.0,0.0
c04,PSD_F2_17.8Hz,0.0,0.0
c04,PSD_F2_14.4Hz,0.0,0.0
c04,PSD_F2_13.3Hz,0.0,0.0
c04,PSD_F2_21.1Hz,0.0,0.0
c04,PSD_F2_20.0Hz,0.0,0.0
c04,PSD_F2_24.4Hz,0.0,0.0
c04,PSD_F2_25.5Hz,0.0,0.0
c04,PSD_F2_27.8Hz,0.0,0.0
c04,PSD_F2_28.9Hz,0.0,0.0
c04,PSD_F2_30.0Hz,0.0,0.0
c04,PSD_F2_31.1Hz,0.0,0.0
c04,PSD_Fz_36.7Hz,0.0,0.0
c04,PSD_Fz_40.0Hz,0.0,0.0
c04,PSD_FCz_2.2Hz,0.0,0.0
c04,PSD_FCz_1.1Hz,0.0,0.0
c04,PSD_FCz_3.3Hz,0.0,0.0
c04,PSD_FCz_8.9Hz,0.0,0.0
c04,PSD_FCz_4.4Hz,0.0,0.0
c04,PSD_F2_11.1Hz,0.0,0.0
c04,PSD_FCz_13.3Hz,0.0,0.0
c04,PSD_FCz_12.2Hz,0.0,0.0
c04,PSD_FCz_22.2Hz,0.0,0.0
c04,PSD_FCz_21.1Hz,0.0,0.0
c04,PSD_FCz_20.0Hz,0.0,0.0
c04,PSD_FCz_18.9Hz,0.0,0.0
c04,PSD_FCz_15.5Hz,0.0,0.0
c04,Fz_samp_entropy,0.0,0.0
c04,PSD_FCz_27.8Hz,0.0,0.0
c04,PSD_FCz_26.7Hz,0.0,0.0
c04,PSD_F4_20.0Hz,0.0,0.0
c04,PSD_F4_21.1Hz,0.0,0.0
c04,PSD_F4_26.7Hz,0.0,0.0
c04,PSD_F4_23.3Hz,0.0,0.0
c04,PSD_F4_15.5Hz,0.0,0.0
c04,PSD_F4_17.8Hz,0.0,0.0
c04,PSD_F4_13.3Hz,0.0,0.0
c04,PSD_F3_31.1Hz,0.0,0.0
c04,PSD_F4_4.4Hz,0.0,0.0
c04,PSD_F4_30.0Hz,0.0,0.0
c04,PSD_F4_18.9Hz,0.0,0.0
c04,PSD_F4_11.1Hz,0.0,0.0
c04,PSD_F4_7.8Hz,0.0,0.0
c04,PSD_F3_36.7Hz,0.0,0.0
c04,PSD_F6_24.4Hz,0.0,0.0
c04,PSD_F6_23.3Hz,0.0,0.0
c04,PSD_F6_21.1Hz,0.0,0.0
c04,PSD_F6_20.0Hz,0.0,0.0
c04,PSD_F6_17.8Hz,0.0,0.0
c04,PSD_F6_18.9Hz,0.0,0.0
c04,PSD_F6_16.7Hz,0.0,0.0
c04,PSD_F6_15.5Hz,0.0,0.0
c04,PSD_F6_7.8Hz,0.0,0.0
c04,PSD_F6_13.3Hz,0.0,0.0
c04,PSD_F6_12.2Hz,0.0,0.0
