PARTICIPANT,FEATURE,MEAN_ABSOLUTE_SHAP,MEAN_SHAP
c03,PSD_Fz_32.2Hz,0.0,0.0
c03,PSD_Fz_33.3Hz,0.0,0.0
c03,PSD_Fz_20.0Hz,0.0,0.0
c03,F2_skewness,0.0,0.0
c03,PSD_Fz_36.7Hz,0.0,0.0
c03,PSD_Fz_35.5Hz,0.0,0.0
c03,F3_hjorth_complexity,0.0,0.0
c03,F2_hjorth_complexity,0.0,0.0
c03,FCz_zero_crossings,0.0,0.0
c03,F2_zero_crossings,0.0,0.0
c03,F3_zero_crossings,0.0,0.0
c03,Fz_zero_crossings,0.0,0.0
c03,F4_zero_crossings,0.0,0.0
c03,F6_zero_crossings,0.0,0.0
c03,FCz_spect_entropy,0.0,0.0
c03,Fz_spect_entropy,0.0,0.0
c03,F2_spect_entropy,0.0,0.0
c03,F4_spect_entropy,0.0,0.0
c03,F4_samp_entropy,0.0,0.0
c03,F6_samp_entropy,0.0,0.0
