PARTICIPANT,FEATURE,MEAN_ABSOLUTE_SHAP,MEAN_SHAP
c09,Fz_spect_entropy,1.8487262,-0.2624571
c09,PSD_F6_31.1Hz,0.30650634,-0.024674945
c09,PSD_F3_22.2Hz,0.24719538,-0.005426213
c09,PSD_Fz_38.9Hz,0.24521768,0.011304413
c09,PSD_FCz_38.9Hz,0.21171916,-0.00720315
c09,PSD_F4_35.5Hz,0.20899458,-0.0028312448
c09,PSD_F2_3.3Hz,0.13829021,-0.012584273
c09,PSD_F4_15.5Hz,0.1292337,0.017961403
c09,PSD_F6_2.2Hz,0.12844339,0.0090225795
c09,FCz_spect_entropy,0.124429226,-0.013280521
c09,PSD_FCz_33.3Hz,0.119160526,0.00034412643
c09,PSD_FCz_32.2Hz,0.10669646,0.009553551
c09,PSD_Fz_16.7Hz,0.10232939,0.008432886
c09,Fz_skewness,0.098084085,0.0034065007
c09,PSD_FCz_31.1Hz,0.09536171,-0.009767769
c09,PSD_F4_4.4Hz,0.09451124,-0.001956623
c09,PSD_Fz_5.6Hz,0.083069146,-0.0024363094
c09,PSD_Fz_31.1Hz,0.07341347,0.004113894
c09,PSD_FCz_35.5Hz,0.070720166,-0.005950462
c09,PSD_F3_25.5Hz,0.069949955,-0.0035115217
