PARTICIPANT,FEATURE,MEAN_ABSOLUTE_SHAP,MEAN_SHAP
c04,F2_spect_entropy,1.0449989,-0.0026673903
c04,PSD_F4_10.0Hz,0.47729388,-0.02620774
c04,PSD_Fz_32.2Hz,0.32084122,-0.0070154266
c04,F6_hjorth_complexity,0.3162437,-0.0037014189
c04,PSD_F3_16.7Hz,0.22563495,-0.0009981039
c04,FCz_spect_entropy,0.20753404,-0.00066074176
c04,PSD_F4_40.0Hz,0.18065657,0.008226573
c04,PSD_Fz_18.9Hz,0.17011328,0.014517189
c04,PSD_F2_15.5Hz,0.15993935,-0.011897348
c04,PSD_Fz_37.8Hz,0.1361947,-0.0017186893
c04,PSD_FCz_40.0Hz,0.1347201,-0.0037042894
c04,PSD_F6_35.5Hz,0.1292003,0.009141212
c04,PSD_Fz_35.5Hz,0.11269709,0.0010887012
c04,PSD_F4_3.3Hz,0.10723359,0.0047581336
c04,PSD_FCz_37.8Hz,0.101099275,-0.004242594
c04,F2_hjorth_mobility,0.097692296,-0.0023404278
c04,PSD_F2_18.9Hz,0.09479825,-0.0011406532
c04,FCz_app_entropy,0.093999796,0.009068073
c04,PSD_F6_8.9Hz,0.09353574,0.0032653413
c04,PSD_Fz_25.5Hz,0.085505,-0.0012920694
