Epoch,Class,Cluster,PCA_1,PCA_2
0,Class 1,1,-0.7813100356960897,-2.203734410128335
1,Class 1,0,8.779288223919629,-3.340660811579629
2,Class 0,1,-0.5160223332462687,-2.2101476271632006
3,Class 0,1,-1.3677116398285152,-2.122654078463976
4,Class 0,1,-4.92330235041744,-0.5795766792283673
5,Class 1,1,-2.413019712272698,-4.574323670765593
6,Class 1,1,-0.8360627997312577,-3.383391867281188
7,Class 1,1,-3.38433832038376,-2.121509009205236
8,Class 1,1,-1.3355351904507455,-2.2667252117052836
9,Class 1,0,4.032555243699902,5.351717470565118
10,Class 1,1,0.3570753338137573,15.063378901400196
11,Class 1,1,-4.146557685724245,4.912052515074738
12,Class 1,0,5.807646374597651,-3.02766385357498
13,Class 1,1,-3.0654540192741186,-1.8449631146467873
14,Class 0,1,-12.365860096884946,4.7091478066835615
15,Class 1,0,3.392255896071779,-5.23649362724728
16,Class 0,1,-4.280778417153915,1.782856765444543
17,Class 0,1,-0.45301173879382844,2.627001662673892
18,Class 0,1,-7.706332852920448,-2.3139189279884693
19,Class 1,1,-9.252059274957691,0.9282062931010547
20,Class 1,1,2.1852342616756144,1.3009504803385952
21,Class 1,1,-1.2738099173165203,-0.5437601246926996
22,Class 1,1,-3.309919854282765,-0.09766758183370443
23,Class 0,0,6.890642573238592,-3.934077572035322
24,Class 0,0,4.812912302899909,16.101555816243042
25,Class 0,0,0.41959541877353984,-4.936580757333344
26,Class 1,1,-8.213016321861593,-0.3890191046942799
27,Class 1,1,-3.561022434217828,1.740664295255474
28,Class 1,1,-3.5644634494586542,2.51892183089719
29,Class 0,1,1.3907594117667235,-0.23500361506714915
30,Class 0,1,-5.093728364822374,4.6557618945125245
31,Class 0,1,-4.304983054505092,-3.7034306294153025
32,Class 1,0,15.971113475398026,9.169676451404555
33,Class 1,0,4.080809567362878,-1.3694245192507006
34,Class 1,0,2.0100188808881887,1.9288750201404399
35,Class 0,0,1.9045463820650081,-5.622323683086512
36,Class 0,0,4.783663652875439,-2.861487043099104
37,Class 0,1,0.28056951227772564,-2.423682080980566
38,Class 0,0,3.697612004911935,-3.119696395899499
39,Class 0,0,2.047200448850591,-2.3690395051058144
40,Class 0,0,3.696768741405651,0.6576564437840602
41,Class 1,0,7.6925498488153865,0.6531682292844463
42,Class 1,1,-0.4261978076669472,5.614690678929668
43,Class 1,0,4.582846948053717,-0.6582283477325287
44,Class 0,0,1.790946360406314,-2.2710523471552144
45,Class 0,0,3.1422771388074526,-5.7468609714849315
46,Class 0,0,9.310384991955416,-3.8346158692850314
47,Class 0,1,-8.027347839790833,-3.8449252146825734
48,Class 0,1,-2.3974636760063692,6.745673124476948
49,Class 0,1,-6.486259019173779,-3.030823922392008
50,Class 1,0,2.2216486326916263,2.118787983289351
51,Class 1,1,-3.5602068950961336,-4.592851376563468
52,Class 0,0,6.723935618983908,-3.7023360414928606
53,Class 0,1,0.6992378668696496,1.1355511015841888
54,Class 0,1,-0.9399783174150194,-0.679501145568937
55,Class 0,0,1.7921932843725041,3.6562294581085006
56,Class 0,0,1.6985817630966138,-2.064501226693778
57,Class 0,1,-7.098373522594118,-4.182615595144885
58,Class 1,0,3.2147070103700823,-2.9222247802105277
59,Class 1,0,2.0860936626658106,3.1630569107549005
60,Class 1,0,4.847623247034512,-0.9122486300681355
61,Class 0,0,2.8743888787677325,1.059370100444596
62,Class 0,0,3.765928306979802,-0.8300555325019962
63,Class 0,1,-5.723028493031387,1.623390927113648
64,Class 1,1,-5.9246594041951415,2.441515566031432
65,Class 1,0,3.400497760626496,-0.620195255469366
66,Class 0,1,-7.199758774669943,2.157406508152303
67,Class 0,1,-6.8121701352281345,2.748216436348942
68,Class 0,0,4.359634722079056,0.15851108588066526
