Epoch,Class,Cluster,PCA_1,PCA_2
0,Class 1,1,4.911976376008458,2.562065740824319
1,Class 1,1,2.8919309681819807,5.420573470731418
2,Class 1,2,19.0117338281848,27.58223857085171
3,Class 1,1,5.669269698535017,-2.4805654392639362
4,Class 1,1,3.286548510291263,0.45986064426299855
5,Class 1,0,-7.445046205398366,13.23273171932097
6,Class 1,1,3.229107241782791,-3.685673071998129
7,Class 1,1,11.804574147959714,3.026948136154344
8,Class 1,1,3.2084322488477297,-0.8378980251717167
9,Class 1,1,6.667010380952717,-0.9823913455727149
10,Class 0,1,6.237464724403252,-3.841667713100071
11,Class 0,1,-1.3610564356254284,-3.558791153195983
12,Class 1,1,1.5622584264831012,-3.666106552181293
13,Class 1,0,-7.208959506996184,0.16334808053865024
14,Class 1,1,1.875268775832536,1.4386793574696133
15,Class 0,1,-0.05114633925192678,-1.5156055758821196
16,Class 1,1,12.5265131477462,3.5054371924280585
17,Class 1,1,6.210619079962606,-1.3624536394792663
18,Class 0,0,-2.2277586096002664,-3.2393043942365485
19,Class 1,1,6.595833058739871,1.9875057995011511
20,Class 1,0,-3.2170588760954675,2.0851540091519
21,Class 1,0,-2.554654133496126,-1.1440117629243214
22,Class 1,0,-4.057630677071219,3.2882647817901685
23,Class 1,1,3.7293723079192436,-1.689921194489171
24,Class 1,1,-0.21165898824823012,-5.860821258778554
25,Class 0,1,1.8473252226676389,1.766793114596345
26,Class 0,0,-4.462988696252715,4.550680709132717
27,Class 0,0,-2.2287236831875394,-1.608001263496165
28,Class 1,0,-8.71477448089087,3.4219355286803674
29,Class 1,1,1.8689275943827564,-0.09350276957413159
30,Class 1,0,-1.0797554337376878,2.455631846065404
31,Class 0,0,-5.056141977271276,1.8460767238961433
32,Class 0,0,-6.228714895350623,-1.1320643966152182
33,Class 1,0,-3.2023159028016703,-3.252617207086216
34,Class 0,0,-6.208535185752395,-0.5402347521858841
35,Class 0,1,0.06968518798434671,1.8366152118087928
36,Class 0,1,0.7376420740949942,0.5131296502868571
37,Class 1,0,-4.461881067370334,5.562517043393897
38,Class 1,1,4.663635796480387,-1.7956559525636473
39,Class 1,1,4.514149141024028,-2.2809070853106532
40,Class 0,1,2.6035725571309882,-3.6737773790470425
41,Class 0,1,0.8198453676400179,-0.6409190848646013
42,Class 0,0,-8.413685297211506,-0.9419137363710123
43,Class 1,1,-0.5668155879212438,-6.680758280323137
44,Class 1,1,2.688566429745183,5.132298757575876
45,Class 0,0,-3.3175817352562955,-1.5730560723880096
46,Class 0,0,-2.7615656393428236,1.0994102230038312
47,Class 0,0,-1.2403764518807037,-0.4354212133013152
48,Class 1,1,1.6820685705551988,0.7326680937642204
49,Class 1,1,10.214669440675584,5.385692454921472
50,Class 0,1,1.8444869054829574,-2.7656590227632556
51,Class 0,0,-4.734462904584474,0.27771481540881227
52,Class 1,1,-1.833329510012033,-3.8040091544473835
53,Class 0,1,10.004102952788857,1.2184841583970913
54,Class 0,0,-3.4195241643487333,4.916631145461934
55,Class 0,0,-1.1565349108278786,3.7076732768533702
56,Class 1,0,-3.4735025949652383,4.265829340884803
57,Class 0,1,3.7696470225287695,-4.617980375626147
58,Class 0,1,3.976482931865378,-2.402230800248254
59,Class 0,1,5.548429624951709,-5.207253377389381
60,Class 1,1,2.2858568208683536,0.6579888998095867
61,Class 1,0,-5.170654644742417,-2.9491529842766195
62,Class 0,1,-1.0804230184941748,-4.756895605171308
63,Class 0,1,-0.477758360923111,-5.377490239813709
64,Class 0,0,-2.865064525128328,-0.34987542871806776
65,Class 1,1,3.580589256952026,-3.8904941921445126
66,Class 0,0,-3.068678493271329,-1.5291592582989673
67,Class 0,0,-6.191246668044514,2.8031043186798636
68,Class 0,1,2.9645046211434924,-1.789841892793609
69,Class 1,0,-4.067641403449399,-2.6692533302685373
70,Class 0,1,0.4218059037713831,-1.8600713867273533
71,Class 0,1,1.007952665353952,-1.5760589790833421
72,Class 0,0,-5.845849955179224,2.0127123559544167
73,Class 1,1,2.815892830913623,-3.0284620157944557
74,Class 0,0,-2.063775865708409,-2.0496117112318806
75,Class 0,1,1.9029708440504853,-2.0557235941222305
76,Class 0,0,-11.317775498070612,11.846294841225905
77,Class 1,1,2.340559928717258,-3.2814985460974113
78,Class 1,0,-3.315739898740982,-2.684654667324788
79,Class 1,0,-8.81060553781788,1.336659077253283
80,Class 1,1,1.5492723941106352,-2.5267854593195245
81,Class 0,0,-4.34182345635088,-3.3085088274678927
82,Class 0,1,2.7715381730409363,-2.566040106730258
83,Class 0,1,0.25315695093562957,-3.508032443097493
84,Class 1,0,-23.29126590178323,7.978093348857116
85,Class 1,1,2.802722808742125,-4.766791578833479
86,Class 0,0,-5.028497678463129,0.45164365844255044
87,Class 0,1,3.608885055430351,-2.5934564967556075
88,Class 0,1,3.2561228010565215,-4.10005430343366
